title,communities,metric,paper_date,communities_name
GhostNet: More Features from Cheap Operations@@@GhostNet,4,75.7%,2019-11-27,"{'Tongji University', 'University of Central Florida', 'Shanghai Jiao Tong University', 'University of Texas at San Antonio', 'Huawei', 'Beihang University'}"
Local Relation Networks for Image Recognition@@@LR-Net-26,17,75.7%,2019-04-25,"{'Tsinghua University', 'University of California, Berkeley', 'University of Science and Technology of China', 'Microsoft'}"
MnasNet: Platform-Aware Neural Architecture Search for Mobile@@@MnasNet-A2,1+2,75.6%,2018-07-31,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
Designing Network Design Spaces@@@RegNetY-600MF,2,75.5%,2020-03-30,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
ShuffleNet V2: Practical Guidelines for Efficient CNN Architecture Design@@@ShuffleNet V2,2,75.4%,2018-07-30,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
MnasNet: Platform-Aware Neural Architecture Search for Mobile@@@MnasNet-A1,1+2,75.2%,2018-07-31,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
Searching for MobileNetV3@@@MobileNet V3-Large 1.0,1+2,75.2%,2019-05-06,"{'The Chinese University of Hong Kong', 'Google', 'Cornell University', 'University of Michigan', 'University of Southern California', 'University of Oxford', 'Courant Institute of Mathematical Sciences', 'Microsoft', 'Huazhong University of Science and Technology', 'Tsinghua University', 'University College London', 'National University of Singapore', 'Carnegie Mellon University', 'University of California, Los Angeles', 'University of California, San Diego', 'University of North Carolina at Chapel Hill', ""Xi'an Jiaotong University"", 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Cincinnati', 'New York University'}"
MultiGrain: a unified image embedding for classes and instances@@@MultiGrain NASNet-A-Mobile (350px),2,75.1%,2019-02-14,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
DiCENet: Dimension-wise Convolutions for Efficient Networks@@@DiCENet,13,75.1%,2019-06-08,"{'Allen Institute for Artificial Intelligence', 'University of Washington'}"
Densely Connected Convolutional Networks@@@DenseNet-121,2,74.98%,2016-08-25,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Single-Path NAS: Designing Hardware-Efficient ConvNets in less than 4 Hours@@@Single-Path NAS,18,74.96%,2019-04-05,"{'Carnegie Mellon University', 'Harbin Institute of Technology', 'Microsoft'}"
FBNet: Hardware-Aware Efficient ConvNet Design via Differentiable Neural Architecture Search@@@FBNet-C,1+6,74.9%,2018-12-09,"{'Google', 'Princeton University', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'University of California, Berkeley', 'Facebook', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
"ESPNetv2: A Light-weight, Power Efficient, and General Purpose Convolutional Neural Network@@@ESPNetv2",13,74.9%,2018-11-28,"{'Allen Institute for Artificial Intelligence', 'University of Washington'}"
Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift@@@Inception V2,1,74.8%,2015-02-11,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
MobileNetV2: Inverted Residuals and Linear Bottlenecks@@@MobileNetV2 (1.4),1,74.7%,2018-01-13,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
ProxylessNAS: Direct Neural Architecture Search on Target Task and Hardware@@@Proxyless,21,74.6%,2018-12-02,"{'Massachusetts Institute of Technology', 'Shanghai Jiao Tong University'}"
Very Deep Convolutional Networks for Large-Scale Image Recognition@@@VGG-19,46,74.5%,2014-09-04,"{'Carnegie Mellon University', 'Google', 'University of Oxford'}"
Very Deep Convolutional Networks for Large-Scale Image Recognition@@@VGG-16,46,74.4%,2014-09-04,"{'Carnegie Mellon University', 'Google', 'University of Oxford'}"
Dynamic Convolution: Attention over Convolution Kernels@@@DY-MobileNetV2 ×1.0,28,74.4%,2019-12-07,{'Microsoft'}
What's Hidden in a Randomly Weighted Neural Network?@@@Wide ResNet-50 (edge-popup),13,73.3%,2019-11-29,"{'Allen Institute for Artificial Intelligence', 'University of Washington'}"
Dynamic Convolution: Attention over Convolution Kernels@@@DY-MobileNetV2 ×0.75,28,72.8%,2019-12-07,{'Microsoft'}
Dynamic Convolution: Attention over Convolution Kernels@@@DY-ResNet-18,28,72.7%,2019-12-07,{'Microsoft'}
Compact Global Descriptor for Neural Networks@@@MobileNet-224 (CGD),29,72.56%,2019-07-23,{'Chinese Academy of Sciences'}
ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks@@@ECA-Net (MobileNetV2),26,72.56%,2019-10-08,"{'Harbin Institute of Technology', 'Tianjin University', 'Dalian University of Technology'}"
Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition@@@SPPNet,2,72.14%,2014-06-18,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
On the adequacy of untuned warmup for adaptive optimization@@@ResNet-50,58,72.1%,2019-10-09,{'Facebook'}
"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation@@@ResNet-18 (PAD-L2 w/ ResNet-34 teacher)",,,,set()
"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation@@@ResNet-18 (KD w/ ResNet-34 teacher)",,,,set()
Spatial Pyramid Pooling in Deep Convolutional Networks for Visual Recognition@@@MSRA,2,71.32%,2014-06-18,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation@@@ResNet-18 (L2 w/ ResNet-34 teacher)",,,,set()
"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation@@@ResNet-18 (CRD w/ ResNet-34 teacher)",,,,set()
ShuffleNet: An Extremely Efficient Convolutional Neural Network for Mobile Devices@@@ShuffleNet,2,70.9%,2017-07-04,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
MobileNets: Efficient Convolutional Neural Networks for Mobile Vision Applications@@@MobileNet-224,1,70.6%,2017-04-17,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation@@@ResNet-18 (tf-KD w/ ResNet-18 teacher)",,,,set()
"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation@@@ResNet-18 (FT w/ ResNet-34 teacher)",,,,set()
"torchdistill: A Modular, Configuration-Driven Framework for Knowledge Distillation@@@ResNet-18 (SSKD w/ ResNet-34 teacher)",,,,set()
Going Deeper with Convolutions@@@Inception V1,1,69.8%,2014-09-17,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Dynamic Convolution: Attention over Convolution Kernels@@@DY-MobileNetV3-Small,28,69.7%,2019-12-07,{'Microsoft'}
Dynamic Convolution: Attention over Convolution Kernels@@@DY-MobileNetV2 ×0.5,28,69.4%,2019-12-07,{'Microsoft'}
Graph-RISE: Graph-Regularized Image Semantic Embedding@@@Graph-RISE (40M),7,68.29%,2019-02-14,{'Google'}
Dynamic Convolution: Attention over Convolution Kernels@@@DY-ResNet-10,28,67.7%,2019-12-07,{'Microsoft'}
Some Improvements on Deep Convolutional Neural Network Based Image Classification@@@Five Base + Five HiRes,1,66.3%,2013-12-19,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
"OverFeat: Integrated Recognition, Localization and Detection using Convolutional Networks@@@OverFeat - 7 accurate models",1,66.04%,2013-12-21,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Dynamic Convolution: Attention over Convolution Kernels@@@DY-MobileNetV2 ×0.35,28,64.9%,2019-12-07,{'Microsoft'}
"Visualizing and Understanding Convolutional Networks@@@ZFNet (ensemble, 6 convnets)",1,64%,2013-11-12,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
ImageNet Classification with Deep Convolutional Neural Networks@@@AlexNet,54,63.3%,2012-12-01,{'University of Toronto'}
Balanced Binary Neural Networks with Gated Residual@@@BBG (ResNet-34),4,62.6%,2019-09-26,"{'Tongji University', 'University of Central Florida', 'Shanghai Jiao Tong University', 'University of Texas at San Antonio', 'Huawei', 'Beihang University'}"
"Visualizing and Understanding Convolutional Networks@@@ZFNet (1 convnet, 512,1024,512 maps)",1,62.5%,2013-11-12,"{'Google', 'University College London', 'Carnegie Mellon University', 'University of Michigan', 'Stanford University', 'Johns Hopkins University', 'University of Southern California', 'University of Cincinnati', 'University of North Carolina at Chapel Hill', 'New York University', 'Courant Institute of Mathematical Sciences'}"
Balanced Binary Neural Networks with Gated Residual@@@BBG (ResNet-18),4,59.4%,2019-09-26,"{'Tongji University', 'University of Central Florida', 'Shanghai Jiao Tong University', 'University of Texas at San Antonio', 'Huawei', 'Beihang University'}"
@@@SIFT + FVs,,,,set()
Delving Deep into Rectifiers: Surpassing Human-Level Performance on ImageNet Classification@@@PReLU-Net,2,not available,2015-02-06,"{'The Chinese University of Hong Kong', 'Google', 'Tsinghua University', 'Cornell University', 'National University of Singapore', 'Huazhong University of Science and Technology', ""Xi'an Jiaotong University"", 'Facebook', 'University of California, Los Angeles', 'Johns Hopkins University', 'University of California, San Diego', 'University of Oxford', 'Microsoft'}"
Look-into-Object: Self-supervised Structure Modeling for Object Recognition@@@LIO/ResNet-50 (multi-stage),14,not available,2020-03-31,"{'University of Science and Technology of China', 'Association for Computing Machinery', 'Harbin Institute of Technology', 'Chinese Academy of Sciences', 'Microsoft'}"
Knapsack Pruning with Inner Distillation@@@ResNet50 2.5 GFLOPS,15,not available,2020-02-19,set()
Knapsack Pruning with Inner Distillation@@@ResNet50 2.0 GFLOPS,15,not available,2020-02-19,set()
EagleEye: Fast Sub-net Evaluation for Efficient Neural Network Pruning@@@ResNet50-3G FLOPs,30,not available,2020-07-06,"{'Sun Yat-sen University', 'University of California, Los Angeles'}"
EagleEye: Fast Sub-net Evaluation for Efficient Neural Network Pruning@@@ResNet50-2G FLOPs,30,not available,2020-07-06,"{'Sun Yat-sen University', 'University of California, Los Angeles'}"
Network Pruning via Transformable Architecture Search@@@TAS-pruned ResNet-50,59,not available,2019-05-23,"{'University of Technology, Sydney'}"
EagleEye: Fast Sub-net Evaluation for Efficient Neural Network Pruning@@@ResNet50-1G FLOPs,30,not available,2020-07-06,"{'Sun Yat-sen University', 'University of California, Los Angeles'}"
EagleEye: Fast Sub-net Evaluation for Efficient Neural Network Pruning@@@MobileNetV1-50% FLOPs,30,not available,2020-07-06,"{'Sun Yat-sen University', 'University of California, Los Angeles'}"
HMQ: Hardware Friendly Mixed Precision Quantization Block for CNNs@@@EfficientNet-B0-W8A8,55,not available,2020-07-20,set()
HMQ: Hardware Friendly Mixed Precision Quantization Block for CNNs@@@EfficientNet-B0-W4A4,55,not available,2020-07-20,set()
HMQ: Hardware Friendly Mixed Precision Quantization Block for CNNs@@@ResNet50-W3A4,55,not available,2020-07-20,set()
LSQ+: Improving low-bit quantization through learnable offsets and better initialization@@@EfficientNet-W4A4,38,not available,2020-04-20,"{'Qualcomm', 'Seoul National University'}"
LSQ+: Improving low-bit quantization through learnable offsets and better initialization@@@MixNet-W4A4,38,not available,2020-04-20,"{'Qualcomm', 'Seoul National University'}"
HMQ: Hardware Friendly Mixed Precision Quantization Block for CNNs@@@MobileNetV2,55,not available,2020-07-20,set()
Merging $K$-means with hierarchical clustering for identifying general-shaped groups@@@means,56,not available,2017-12-23,{'Iowa State University'}
Rigging the Lottery: Making All Tickets Winners@@@Resnet-50: 80% Sparse,39,not available,2019-11-25,{'Google'}
Rigging the Lottery: Making All Tickets Winners@@@Resnet-50: 90% Sparse,39,not available,2019-11-25,{'Google'}
Rigging the Lottery: Making All Tickets Winners@@@MobileNet-v1: 75% Sparse,39,not available,2019-11-25,{'Google'}
Rigging the Lottery: Making All Tickets Winners@@@MobileNet-v1: 90% Sparse,39,not available,2019-11-25,{'Google'}
